OG0006131	WP_012536241.1											
OG0006132	WP_012536244.1											
OG0006133	WP_012536247.1											
OG0006134	WP_012536250.1											
OG0006135	WP_012536256.1											
OG0006136	WP_012536263.1											
OG0006137	WP_012536292.1											
OG0006138	WP_012536300.1											
OG0006139	WP_012536302.1											
OG0006140	WP_012536307.1											
OG0006141	WP_012536311.1											
OG0006142	WP_012536316.1											
OG0006143	WP_012536325.1											
OG0006144	WP_012536344.1											
OG0006145	WP_012536350.1											
OG0006146	WP_012536353.1											
OG0006147	WP_012536354.1											
OG0006148	WP_012536363.1											
OG0006149	WP_012536370.1											
OG0006150	WP_012536371.1											
OG0006151	WP_012536373.1											
OG0006152	WP_012536381.1											
OG0006153	WP_012536412.1											
OG0006154	WP_012536436.1											
OG0006155	WP_012536448.1											
OG0006156	WP_012536454.1											
OG0006157	WP_012536455.1											
OG0006158	WP_012536457.1											
OG0006159	WP_012536463.1											
OG0006160	WP_012536466.1											
OG0006161	WP_012536468.1											
OG0006162	WP_012536470.1											
OG0006163	WP_012536484.1											
OG0006164	WP_012536487.1											
OG0006165	WP_012536490.1											
OG0006166	WP_012536504.1											
OG0006167	WP_012536543.1											
OG0006168	WP_012536548.1											
OG0006169	WP_012536553.1											
OG0006170	WP_012536569.1											
OG0006171	WP_012536570.1											
OG0006172	WP_012536572.1											
OG0006173	WP_012536573.1											
OG0006174	WP_012536583.1											
OG0006175	WP_012536585.1											
OG0006176	WP_012536588.1											
OG0006177	WP_012536589.1											
OG0006178	WP_012536592.1											
OG0006179	WP_012536593.1											
OG0006180	WP_012536597.1											
OG0006181	WP_012536615.1											
OG0006182	WP_012536616.1											
OG0006183	WP_012536617.1											
OG0006184	WP_012536619.1											
OG0006185	WP_012536620.1											
OG0006186	WP_012536621.1											
OG0006187	WP_012536633.1											
OG0006188	WP_012536634.1											
OG0006189	WP_012536637.1											
OG0006190	WP_012536641.1											
OG0006191	WP_012536642.1											
OG0006192	WP_012536646.1											
OG0006193	WP_012536647.1											
OG0006194	WP_012536648.1											
OG0006195	WP_012536659.1											
OG0006196	WP_012536675.1											
OG0006197	WP_012536676.1											
OG0006198	WP_012536681.1											
OG0006199	WP_012536682.1											
OG0006200	WP_012536686.1											
OG0006201	WP_012536697.1											
OG0006202	WP_012536701.1											
OG0006203	WP_012536702.1											
OG0006204	WP_012536712.1											
OG0006205	WP_012536729.1											
OG0006206	WP_012536741.1											
OG0006207	WP_012536752.1											
OG0006208	WP_012536753.1											
OG0006209	WP_012536757.1											
OG0006210	WP_012536765.1											
OG0006211	WP_012536789.1											
OG0006212	WP_012536796.1											
OG0006213	WP_012536803.1											
OG0006214	WP_012536808.1											
OG0006215	WP_012536810.1											
OG0006216	WP_012536853.1											
OG0006217	WP_012536865.1											
OG0006218	WP_012536868.1											
OG0006219	WP_012536869.1											
OG0006220	WP_012536871.1											
OG0006221	WP_012536885.1											
OG0006222	WP_012536896.1											
OG0006223	WP_012536911.1											
OG0006224	WP_012536923.1											
OG0006225	WP_012536929.1											
OG0006226	WP_012536960.1											
OG0006227	WP_012536965.1											
OG0006228	WP_012536966.1											
OG0006229	WP_012536967.1											
OG0006230	WP_012536974.1											
OG0006231	WP_012536984.1											
OG0006232	WP_012536998.1											
OG0006233	WP_012537020.1											
OG0006234	WP_012537021.1											
OG0006235	WP_012537035.1											
OG0006236	WP_012537048.1											
OG0006237	WP_012537052.1											
OG0006238	WP_012537065.1											
OG0006239	WP_012537066.1											
OG0006240	WP_012537072.1											
OG0006241	WP_012537079.1											
OG0006242	WP_012537114.1											
OG0006243	WP_012537120.1											
OG0006244	WP_012537121.1											
OG0006245	WP_012537122.1											
OG0006246	WP_012537126.1											
OG0006247	WP_012537144.1											
OG0006248	WP_012537148.1											
OG0006249	WP_012537160.1											
OG0006250	WP_012537166.1											
OG0006251	WP_012537170.1											
OG0006252	WP_012537173.1											
OG0006253	WP_012537174.1											
OG0006254	WP_012537178.1											
OG0006255	WP_012537223.1											
OG0006256	WP_012537231.1											
OG0006257	WP_012537239.1											
OG0006258	WP_012537241.1											
OG0006259	WP_012537244.1											
OG0006260	WP_012537246.1											
OG0006261	WP_012537249.1											
OG0006262	WP_012537251.1											
OG0006263	WP_012537252.1											
OG0006264	WP_012537255.1											
OG0006265	WP_012537262.1											
OG0006266	WP_012537267.1											
OG0006267	WP_012537269.1											
OG0006268	WP_012537279.1											
OG0006269	WP_012537280.1											
OG0006270	WP_012537281.1											
OG0006271	WP_012537284.1											
OG0006272	WP_012537287.1											
OG0006273	WP_012537310.1											
OG0006274	WP_012537313.1											
OG0006275	WP_012537315.1											
OG0006276	WP_012537319.1											
OG0006277	WP_012537320.1											
OG0006278	WP_012537328.1											
OG0006279	WP_012537329.1											
OG0006280	WP_012537334.1											
OG0006281	WP_012537340.1											
OG0006282	WP_012537341.1											
OG0006283	WP_012537358.1											
OG0006284	WP_012537370.1											
OG0006285	WP_012537379.1											
OG0006286	WP_012537386.1											
OG0006287	WP_012537388.1											
OG0006288	WP_012537391.1											
OG0006289	WP_012537399.1											
OG0006290	WP_012537404.1											
OG0006291	WP_012537405.1											
OG0006292	WP_012537407.1											
OG0006293	WP_012537413.1											
OG0006294	WP_012537415.1											
OG0006295	WP_012537416.1											
OG0006296	WP_012537420.1											
OG0006297	WP_012537426.1											
OG0006298	WP_012537431.1											
OG0006299	WP_012537440.1											
OG0006300	WP_012537445.1											
OG0006301	WP_012537446.1											
OG0006302	WP_012537447.1											
OG0006303	WP_012537453.1											
OG0006304	WP_012537455.1											
OG0006305	WP_012537459.1											
OG0006306	WP_012537466.1											
OG0006307	WP_012537479.1											
OG0006308	WP_012537481.1											
OG0006309	WP_012537487.1											
OG0006310	WP_012537490.1											
OG0006311	WP_012537496.1											
OG0006312	WP_012537501.1											
OG0006313	WP_012537506.1											
OG0006314	WP_012537513.1											
OG0006315	WP_012537521.1											
OG0006316	WP_012537535.1											
OG0006317	WP_012537545.1											
OG0006318	WP_012537557.1											
OG0006319	WP_012537581.1											
OG0006320	WP_012537582.1											
OG0006321	WP_012537585.1											
OG0006322	WP_012537591.1											
OG0006323	WP_012537592.1											
OG0006324	WP_012537597.1											
OG0006325	WP_012537604.1											
OG0006326	WP_012537611.1											
OG0006327	WP_012537618.1											
OG0006328	WP_012537621.1											
OG0006329	WP_012537622.1											
OG0006330	WP_012537623.1											
OG0006331	WP_012537625.1											
OG0006332	WP_012537626.1											
OG0006333	WP_012537629.1											
OG0006334	WP_012537631.1											
OG0006335	WP_012537638.1											
OG0006336	WP_012537639.1											
OG0006337	WP_012537667.1											
OG0006338	WP_012537669.1											
OG0006339	WP_012537681.1											
OG0006340	WP_012537683.1											
OG0006341	WP_012537687.1											
OG0006342	WP_012537689.1											
OG0006343	WP_012537703.1											
OG0006344	WP_012606564.1											
OG0006345	WP_012606635.1											
OG0006346	WP_012607054.1											
OG0006347	WP_012607066.1											
OG0006348	WP_012607115.1											
OG0006349	WP_012607192.1											
OG0006350	WP_012607236.1											
OG0006351	WP_012607289.1											
OG0006352	WP_012607297.1											
OG0006353	WP_012607311.1											
OG0006354	WP_012607314.1											
OG0006355	WP_012607322.1											
OG0006356	WP_012607358.1											
OG0006357	WP_012607374.1											
OG0006358	WP_012607413.1											
OG0006359	WP_012607450.1											
OG0006360	WP_012607497.1											
OG0006361	WP_012607543.1											
OG0006362	WP_012607558.1											
OG0006363	WP_012607585.1											
OG0006364	WP_012607591.1											
OG0006365	WP_012607599.1											
OG0006366	WP_012607643.1											
OG0006367	WP_012607661.1											
OG0006368	WP_012607667.1											
OG0006369	WP_014028859.1											
OG0006370	WP_031572876.1											
OG0006371	WP_031572884.1											
OG0006372	WP_031572886.1											
OG0006373	WP_031575411.1											
OG0006374	WP_031575566.1											
OG0006375	WP_035190605.1											
OG0006376	WP_041645227.1											
OG0006377	WP_041645297.1											
OG0006378	WP_041645334.1											
OG0006379	WP_041645337.1											
OG0006380	WP_041646431.1											
OG0006381	WP_041646474.1											
OG0006382	WP_041646608.1											
OG0006383	WP_041646670.1											
OG0006384	WP_041646673.1											
OG0006385	WP_041838695.1											
OG0006386	WP_054608622.1											
OG0006387	WP_054608633.1											
OG0006388	WP_054608637.1											
OG0006389	WP_054608638.1											
OG0006390	WP_054608639.1											
OG0006391	WP_054608641.1											
OG0006392	WP_054608642.1											
OG0006393	WP_054608644.1											
OG0006394	WP_054608646.1											
OG0006395	WP_054608650.1											
OG0006396	WP_054608653.1											
OG0006397	WP_054608655.1											
OG0006398	WP_054608656.1											
OG0006399	WP_054608657.1											
OG0006400	WP_054608658.1											
OG0006401	WP_054608659.1											
OG0006402	WP_054608660.1											
OG0006403	WP_054608661.1											
OG0006404	WP_054608662.1											
OG0006405	WP_054608663.1											
OG0006406	WP_054608664.1											
OG0006407	WP_054608665.1											
OG0006408	WP_054608667.1											
OG0006409	WP_054608668.1											
OG0006410	WP_054608669.1											
OG0006411	WP_054608670.1											
OG0006412	WP_054608671.1											
OG0006413	WP_054608672.1											
OG0006414	WP_054608673.1											
OG0006415	WP_054608674.1											
OG0006416	WP_054608675.1											
OG0006417	WP_054608676.1											
OG0006418	WP_054608678.1											
OG0006419	WP_054608679.1											
OG0006420	WP_054608681.1											
OG0006421	WP_054608682.1											
OG0006422	WP_054608684.1											
OG0006423	WP_054608692.1											
OG0006424	WP_054608693.1											
OG0006425	WP_054608696.1											
OG0006426	WP_054608703.1											
OG0006427	WP_054608704.1											
OG0006428	WP_054608706.1											
OG0006429	WP_054608708.1											
OG0006430	WP_054608709.1											
OG0006431	WP_054608710.1											
OG0006432	WP_054608712.1											
OG0006433	WP_054608716.1											
OG0006434	WP_054608719.1											
OG0006435	WP_054608727.1											
OG0006436	WP_054608728.1											
OG0006437	WP_054608729.1											
OG0006438	WP_054608744.1											
OG0006439	WP_054608749.1											
OG0006440	WP_054608751.1											
OG0006441	WP_054608752.1											
OG0006442	WP_054608755.1											
OG0006443	WP_054608757.1											
OG0006444	WP_054608758.1											
OG0006445	WP_054608760.1											
OG0006446	WP_054608761.1											
OG0006447	WP_054608762.1											
OG0006448	WP_054608763.1											
OG0006449	WP_054608764.1											
OG0006450	WP_054608765.1											
OG0006451	WP_054608766.1											
OG0006452	WP_054608767.1											
OG0006453	WP_054608771.1											
OG0006454	WP_054608774.1											
OG0006455	WP_054608775.1											
OG0006456	WP_054608780.1											
OG0006457	WP_054608788.1											
OG0006458	WP_054608795.1											
OG0006459	WP_054608798.1											
OG0006460	WP_054608799.1											
OG0006461	WP_054608800.1											
OG0006462	WP_054608802.1											
OG0006463	WP_054608806.1											
OG0006464	WP_054608807.1											
OG0006465	WP_054608808.1											
OG0006466	WP_054608812.1											
OG0006467	WP_054608813.1											
OG0006468	WP_054608815.1											
OG0006469	WP_054608821.1											
OG0006470	WP_054608823.1											
OG0006471	WP_054608828.1											
OG0006472	WP_054608829.1											
OG0006473	WP_054608830.1											
OG0006474	WP_054608833.1											
OG0006475	WP_054608834.1											
OG0006476	WP_054608837.1											
OG0006477	WP_054608838.1											
OG0006478	WP_054608839.1											
OG0006479	WP_054608844.1											
OG0006480	WP_054608847.1											
OG0006481	WP_054608851.1											
OG0006482	WP_054608853.1											
OG0006483	WP_054608870.1											
OG0006484	WP_054608878.1											
OG0006485	WP_054608895.1											
OG0006486	WP_054608907.1											
OG0006487	WP_054608921.1											
OG0006488	WP_054608935.1											
OG0006489	WP_054608936.1											
OG0006490	WP_054608942.1											
OG0006491	WP_054608944.1											
OG0006492	WP_054608945.1											
OG0006493	WP_054608946.1											
OG0006494	WP_054608947.1											
OG0006495	WP_054608968.1											
OG0006496	WP_054608971.1											
OG0006497	WP_054608978.1											
OG0006498	WP_054608983.1											
OG0006499	WP_054608984.1											
OG0006500	WP_054608985.1											
OG0006501	WP_054608991.1											
OG0006502	WP_054608993.1											
OG0006503	WP_054608996.1											
OG0006504	WP_054608997.1											
OG0006505	WP_054608998.1											
OG0006506	WP_054608999.1											
OG0006507	WP_054609001.1											
OG0006508	WP_054609002.1											
OG0006509	WP_054609003.1											
OG0006510	WP_054609005.1											
OG0006511	WP_054609012.1											
OG0006512	WP_054609022.1											
OG0006513	WP_054609038.1											
OG0006514	WP_054609047.1											
OG0006515	WP_054609048.1											
OG0006516	WP_054609051.1											
OG0006517	WP_054609067.1											
OG0006518	WP_054609075.1											
OG0006519	WP_054609082.1											
OG0006520	WP_054609084.1											
OG0006521	WP_054609090.1											
OG0006522	WP_054609093.1											
OG0006523	WP_054609099.1											
OG0006524	WP_054609100.1											
OG0006525	WP_055448960.1											
OG0006526	WP_055448961.1											
OG0006527	WP_055448965.1											
OG0006528	WP_055448976.1											
OG0006529	WP_061046407.1											
OG0006530	WP_061046433.1											
OG0006531	WP_061046436.1											
OG0006532	WP_061046448.1											
OG0006533	WP_070807686.1											
OG0006534	WP_070807699.1											
OG0006535	WP_070807789.1											
OG0006536	WP_074874139.1											
OG0006537	WP_074874143.1											
OG0006538	WP_074874174.1											
OG0006539	WP_080513172.1											
OG0006540	WP_088775928.1											
OG0006541	WP_111122541.1											
OG0006542	WP_111122573.1											
OG0006543	WP_146235805.1											
OG0006544	WP_146235808.1											
OG0006545	WP_146235812.1											
OG0006546	WP_146235815.1											
OG0006547	WP_146235819.1											
OG0006548	WP_146235823.1											
OG0006549	WP_146235825.1											
OG0006550	WP_146235826.1											
OG0006551	WP_146235831.1											
OG0006552	WP_146235832.1											
OG0006553	WP_146235833.1											
OG0006554	WP_146235837.1											
OG0006555	WP_146235838.1											
OG0006556	WP_146235839.1											
OG0006557	WP_146235841.1											
OG0006558	WP_146235845.1											
OG0006559	WP_146235846.1											
OG0006560	WP_146235847.1											
OG0006561	WP_146235848.1											
OG0006562	WP_146235850.1											
OG0006563	WP_146235851.1											
OG0006564	WP_146235857.1											
OG0006565	WP_146235859.1											
OG0006566	WP_148208626.1											
OG0006567	WP_151528218.1											
OG0006568	WP_155115441.1											
OG0006569	WP_155644722.1											
OG0006570	WP_155644731.1											
OG0006571	WP_155644733.1											
OG0006572	WP_157293192.1											
OG0006573	WP_157293197.1											
OG0006574	WP_157293199.1											
OG0006575	WP_157293223.1											
OG0006576	WP_158303826.1											
OG0006577	WP_158303830.1											
OG0006578	WP_180830386.1											
OG0006579	WP_180830388.1											
OG0006580	WP_180830390.1											
OG0006581	WP_180830394.1											
OG0006582	WP_180830396.1											
OG0006583	WP_180830398.1											
OG0006584	WP_180830404.1											
OG0006585	WP_180830405.1											
OG0006586	WP_180830409.1											
OG0006587	WP_180830431.1											
OG0006588	WP_180830468.1											
OG0006589	WP_180830477.1											
OG0006590	WP_180830479.1											
OG0006591	WP_180830491.1											
OG0006592	WP_180830495.1											
OG0006593	WP_180830497.1											
OG0006594	WP_180830533.1											
OG0006595	WP_180830549.1											
OG0006596	WP_180830551.1											
OG0006597	WP_180830553.1											
OG0006598	WP_180830557.1											
OG0006599	WP_180830560.1											
OG0006600	WP_180830562.1											
OG0006601	WP_180830564.1											
OG0006602	WP_180830566.1											
OG0006603	WP_180830568.1											
OG0006604	WP_180830570.1											
OG0006605	WP_180830591.1											
OG0006606	WP_180830593.1											
OG0006607	WP_180830600.1											
OG0006608	WP_181426772.1											
OG0006609	WP_196491157.1											
OG0006610	WP_196491166.1											
OG0006611	WP_196491174.1											
OG0006612	WP_215890232.1											
OG0006613	WP_225487044.1											
OG0006614	WP_225487051.1											
OG0006615	WP_225487057.1											
OG0006616	WP_225487058.1											
OG0006617	WP_225487177.1											
OG0006618	WP_225487201.1											
OG0006619	WP_225487350.1											
OG0006620	WP_225487352.1											
OG0006621	WP_225487402.1											
OG0006622	WP_225487405.1											
OG0006623	WP_225487412.1											
OG0006624	WP_225487419.1											
OG0006625	WP_225487428.1											
OG0006626	WP_225487430.1											
OG0006627	WP_225487435.1											
OG0006628	WP_225487671.1											
OG0006629	WP_225487690.1											
OG0006630	WP_225981991.1											
OG0006631	WP_225981993.1											
OG0006632	WP_225981994.1											
OG0006633	WP_226833822.1											
OG0006634	WP_226833825.1											
OG0006635	WP_226833832.1											
OG0006636	WP_226833839.1											
OG0006637	WP_226833920.1											
OG0006638	WP_226833929.1											
OG0006639	WP_226834049.1											
OG0006640	WP_226834050.1											
OG0006641	WP_229129729.1											
OG0006642	WP_229129733.1											
OG0006643	WP_229129747.1											
OG0006644	WP_229129752.1											
OG0006645	WP_229129758.1											
OG0006646	WP_229129775.1											
OG0006647	WP_229129776.1											
OG0006648	WP_229129780.1											
OG0006649	WP_229129794.1											
OG0006650	WP_229129806.1											
OG0006651	WP_229129811.1											
OG0006652	WP_230456316.1											
OG0006653	WP_230456318.1											
OG0006654	WP_230456340.1											
OG0006655	WP_230456342.1											
OG0006656	WP_233459571.1											
OG0006657	WP_233459574.1											
OG0006658	WP_233459578.1											
OG0006659	WP_233459582.1											
OG0006660	WP_257245768.1											
OG0006661	WP_257246328.1											
OG0006662	WP_257246597.1											
OG0006663	WP_257248107.1											
OG0006664	WP_257257310.1											
OG0006665	WP_261989777.1											
OG0006666	WP_261989781.1											
OG0006667	WP_267903948.1											
OG0006668	WP_267903949.1											
OG0006669		WP_015402452.1										
OG0006670		WP_015402462.1										
OG0006671		WP_015402481.1										
OG0006672		WP_015402488.1										
OG0006673		WP_015402495.1										
OG0006674		WP_015402496.1										
OG0006675		WP_015402500.1										
OG0006676		WP_015402501.1										
OG0006677		WP_015402502.1										
OG0006678		WP_015402531.1										
OG0006679		WP_015402532.1										
OG0006680		WP_015402533.1										
OG0006681		WP_015402534.1										
OG0006682		WP_015402535.1										
OG0006683		WP_015402542.1										
OG0006684		WP_015402544.1										
OG0006685		WP_015402545.1										
OG0006686		WP_015402624.1										
OG0006687		WP_015402644.1										
OG0006688		WP_015402684.1										
OG0006689		WP_015402689.1										
OG0006690		WP_015402696.1										
OG0006691		WP_015402697.1										
OG0006692		WP_015402740.1										
OG0006693		WP_015402742.1										
OG0006694		WP_015402743.1										
OG0006695		WP_015402744.1										
OG0006696		WP_015402746.1										
OG0006697		WP_015402748.1										
OG0006698		WP_015402751.1										
OG0006699		WP_015402801.1										
OG0006700		WP_015402812.1										
OG0006701		WP_015402813.1										
OG0006702		WP_015402814.1										
OG0006703		WP_015402822.1										
OG0006704		WP_015402824.1										
OG0006705		WP_015402927.1										
OG0006706		WP_015402931.1										
OG0006707		WP_015402941.1										
OG0006708		WP_015402943.1										
OG0006709		WP_015402944.1										
OG0006710		WP_015402945.1										
OG0006711		WP_015402946.1										
OG0006712		WP_015402974.1										
OG0006713		WP_015402993.1										
OG0006714		WP_015402994.1										
OG0006715		WP_015402998.1										
OG0006716		WP_015402999.1										
OG0006717		WP_015403000.1										
OG0006718		WP_015403010.1										
OG0006719		WP_015403034.1										
OG0006720		WP_015403056.1										
OG0006721		WP_015403108.1										
OG0006722		WP_015403122.1										
OG0006723		WP_015403123.1										
OG0006724		WP_015403124.1										
OG0006725		WP_015403125.1										
OG0006726		WP_015403127.1										
OG0006727		WP_015403128.1										
OG0006728		WP_015403145.1										
OG0006729		WP_015403154.1										
OG0006730		WP_015403198.1										
OG0006731		WP_015403236.1										
OG0006732		WP_015403251.1										
OG0006733		WP_015403253.1										
OG0006734		WP_015403256.1										
OG0006735		WP_015403257.1										
OG0006736		WP_015403262.1										
OG0006737		WP_015403263.1										
OG0006738		WP_015403271.1										
OG0006739		WP_015403274.1										
OG0006740		WP_015403301.1										
OG0006741		WP_015403312.1										
OG0006742		WP_015403317.1										
OG0006743		WP_015403412.1										
OG0006744		WP_015403454.1										
OG0006745		WP_015403455.1										
OG0006746		WP_015403460.1										
OG0006747		WP_015403463.1										
OG0006748		WP_015403464.1										
OG0006749		WP_015403525.1										
OG0006750		WP_015403540.1										
OG0006751		WP_015403561.1										
OG0006752		WP_015403580.1										
OG0006753		WP_015403583.1										
OG0006754		WP_015403585.1										
OG0006755		WP_015403616.1										
OG0006756		WP_015403623.1										
OG0006757		WP_015403632.1										
OG0006758		WP_015403636.1										
OG0006759		WP_015403660.1										
OG0006760		WP_015403688.1										
OG0006761		WP_015403694.1										
OG0006762		WP_015403696.1										
OG0006763		WP_015403704.1										
OG0006764		WP_015403708.1										
OG0006765		WP_015403710.1										
OG0006766		WP_015403717.1										
OG0006767		WP_015403735.1										
OG0006768		WP_015403740.1										
OG0006769		WP_015403777.1										
OG0006770		WP_015403781.1										
OG0006771		WP_015403791.1										
OG0006772		WP_015403800.1										
OG0006773		WP_015403836.1										
OG0006774		WP_015403850.1										
OG0006775		WP_015403978.1										
OG0006776		WP_015403979.1										
OG0006777		WP_015403982.1										
OG0006778		WP_015403984.1										
OG0006779		WP_015403985.1										
OG0006780		WP_015404025.1										
OG0006781		WP_015404047.1										
OG0006782		WP_015404049.1										
OG0006783		WP_015404051.1										
OG0006784		WP_015404055.1										
OG0006785		WP_015404056.1										
OG0006786		WP_015404059.1										
OG0006787		WP_015404171.1										
OG0006788		WP_015404179.1										
OG0006789		WP_015404207.1										
OG0006790		WP_015404214.1										
OG0006791		WP_015404216.1										
OG0006792		WP_015404220.1										
OG0006793		WP_015404226.1										
OG0006794		WP_015404227.1										
OG0006795		WP_015404237.1										
