OG0000017	WP_010942420.1, WP_010942421.1	WP_136809551.1, WP_136805229.1
OG0000018	WP_010942615.1, WP_010941284.1	WP_136808685.1
OG0000018	WP_010942157.1	WP_136810861.1
OG0000018	WP_010944069.1	WP_167505931.1
OG0000019	WP_010941763.1	WP_136810058.1
OG0000019	WP_010942524.1	WP_136806103.1, WP_136810512.1, WP_136810372.1
OG0000019	WP_235044874.1	WP_217909517.1
OG0000019	WP_010943739.1	WP_136808145.1, WP_217909488.1
OG0000020	WP_010943745.1	WP_136809709.1, WP_136809851.1
OG0000021	WP_010943262.1	WP_136808857.1
OG0000022	WP_010942550.1, WP_010941573.1, WP_010941244.1, WP_010940866.1, WP_010940882.1	WP_136806354.1, WP_136808751.1, WP_136806527.1, WP_136810853.1, WP_136806296.1, WP_136806018.1, WP_136805502.1
OG0000023	WP_010943046.1	WP_136809090.1, WP_136808183.1, WP_136806771.1
OG0000023	WP_010941206.1	WP_136808182.1, WP_136809089.1, WP_136808678.1
OG0000023	WP_045667546.1	WP_136806588.1
OG0000024	WP_010940864.1	WP_136810309.1
OG0000024	WP_010941582.1	WP_136806526.1
OG0000026	WP_010942793.1	WP_136806848.1
OG0000026	WP_010943263.1, WP_010941067.1	WP_136807998.1, WP_136810287.1
OG0000027	WP_010941441.1	WP_136809850.1, WP_136809710.1
OG0000027	WP_010941177.1	WP_136807372.1
OG0000028	WP_010941609.1	WP_136805931.1, WP_136807826.1, WP_136808657.1, WP_136809938.1, WP_136810259.1, WP_136810307.1, WP_136806863.1
OG0000029	WP_010941066.1	WP_136806817.1, WP_136805901.1
OG0000030	WP_010941465.1	WP_136810804.1
OG0000030	WP_010943289.1	WP_217909491.1, WP_136805937.1
OG0000032	WP_010941948.1, WP_010941342.1	WP_136810454.1
OG0000032	WP_010940928.1	WP_136810313.1
OG0000033	WP_010943225.1	WP_167505882.1
OG0000033	WP_010943085.1	WP_136809799.1, WP_136806540.1
OG0000033	WP_010941969.1	WP_136809276.1
OG0000034	WP_010943409.1	WP_136810678.1
OG0000034	WP_010943334.1	WP_136806199.1
OG0000035	WP_010943212.1, WP_010941571.1, WP_010942704.1	WP_136808043.1, WP_136809230.1
OG0000037	WP_164930422.1	WP_267313714.1
OG0000038	WP_010940700.1	WP_136808396.1
OG0000038	WP_010943808.1	WP_136805514.1
OG0000038	WP_010941445.1, WP_010941452.1	WP_136805513.1
OG0000039	WP_010942129.1	WP_136807236.1
OG0000040	WP_010942495.1	WP_136805340.1
OG0000041	WP_153304094.1	WP_136806198.1
OG0000042	WP_010943811.1	WP_217909626.1
OG0000042	WP_010941591.1	WP_136808551.1, WP_136809846.1
OG0000042	WP_010942434.1	WP_275942834.1
OG0000043	WP_010942192.1	WP_136808860.1, WP_136807664.1
OG0000044	WP_235045025.1, WP_010941704.1, WP_010941143.1, WP_235044883.1, WP_010941489.1, WP_010940687.1, WP_010940929.1, WP_010941354.1, WP_235044900.1, WP_010943968.1, WP_010943441.1, WP_010944047.1, WP_010941544.1, WP_010942925.1, WP_010943621.1, WP_010943770.1, WP_235044903.1, WP_010943307.1, WP_010940779.1, WP_010943202.1, WP_010941024.1, WP_010943020.1, WP_010943024.1, WP_010941698.1, WP_235044983.1, WP_010943203.1, WP_010943083.1	WP_136810153.1
OG0000045	WP_010942953.1	WP_136810787.1
OG0000045	WP_010942993.1, WP_010942278.1, WP_010942368.1	WP_136805182.1
OG0000045	WP_010942204.1	WP_136806030.1
OG0000046	WP_010941543.1	WP_136805573.1
OG0000047	WP_010942630.1	WP_167505894.1
OG0000047	WP_262421271.1	WP_136809825.1
OG0000048	WP_010942268.1	WP_136808633.1, WP_136808926.1, WP_136810226.1
OG0000048	WP_010943908.1	WP_228723239.1
OG0000049	WP_010941476.1, WP_010941028.1	WP_136809400.1
OG0000050	WP_010940875.1	WP_136806561.1
OG0000051	WP_010940766.1	WP_136807832.1, WP_136805575.1, WP_275942859.1, WP_275942861.1, WP_167505864.1, WP_136810515.1, WP_153307106.1, WP_267313722.1
OG0000053	WP_010941160.1	WP_136805444.1
OG0000053	WP_010942464.1	WP_228723307.1
OG0000054	WP_010942040.1	WP_136810850.1
OG0000054	WP_010940843.1	WP_217909504.1
OG0000054	WP_164930448.1	WP_217909507.1
OG0000055	WP_010942902.1	WP_136808343.1
OG0000057	WP_010943773.1	WP_136808793.1, WP_136809365.1, WP_136807233.1, WP_136808970.1, WP_136805669.1, WP_167506003.1, WP_136810082.1, WP_136808975.1
OG0000058	WP_010942454.1	WP_136806611.1
OG0000058	WP_010941840.1	WP_136810256.1, WP_136806778.1
OG0000060	WP_041913993.1	WP_136809295.1, WP_136806703.1
OG0000060	WP_010942427.1	WP_136806279.1
OG0000061	WP_010942269.1	WP_136810227.1, WP_136808925.1, WP_136808634.1
OG0000061	WP_010943909.1	WP_136805763.1
OG0000062	WP_010942081.1	WP_228723330.1, WP_136809331.1, WP_136810821.1, WP_136806476.1, WP_136808854.1
OG0000063	WP_010942168.1, WP_010942767.1	WP_136807527.1, WP_136805302.1
OG0000064	WP_010941276.1	WP_136809121.1, WP_136808385.1
OG0000064	WP_010943894.1	WP_136806628.1
OG0000065	WP_010942732.1	WP_136805814.1
OG0000066	WP_010942270.1	WP_136808571.1
OG0000067	WP_010942082.1	WP_136805282.1, WP_217909523.1, WP_136808855.1, WP_217909512.1, WP_136806475.1
OG0000071	WP_010942652.1	WP_228723383.1, WP_136810775.1, WP_136808181.1
OG0000072	WP_010942651.1	WP_136808180.1, WP_136810774.1
OG0000072	WP_010944003.1	WP_136808347.1
OG0000073	WP_235045002.1	WP_136809807.1
OG0000074	WP_010943161.1	WP_136808322.1
OG0000074	WP_010940892.1	WP_136809034.1, WP_136806244.1, WP_136809795.1, WP_136808776.1, WP_136808865.1
OG0000076	WP_010942860.1, WP_010942858.1	WP_136810692.1
OG0000077	WP_010942316.1	WP_136807493.1
OG0000077	WP_010941855.1	WP_136805418.1
OG0000079	WP_010942999.1	WP_228723251.1, WP_136805063.1
OG0000080	WP_010940950.1	WP_136808832.1, WP_136809087.1
OG0000081	WP_010940930.1	WP_136808827.1, WP_136809107.1, WP_136808928.1
OG0000082	WP_010941678.1, WP_010943655.1	WP_136806792.1, WP_136805468.1, WP_136807887.1
OG0000084	WP_010943981.1	WP_136805833.1, WP_136805588.1, WP_136807676.1, WP_136810442.1, WP_228723270.1, WP_136806523.1, WP_136810823.1, WP_136808490.1
OG0000085	WP_010940999.1, WP_010940757.1	WP_136809115.1
OG0000087	WP_010942653.1	WP_136805195.1, WP_136806724.1, WP_136807110.1
OG0000088	WP_010940968.1, WP_010942862.1, WP_010943817.1	WP_136810693.1
OG0000089	WP_010943038.1, WP_010942202.1	WP_136806975.1, WP_136810798.1, WP_167505835.1, WP_136809298.1
OG0000091	WP_010941129.1	WP_136809462.1
OG0000092	WP_010940844.1	WP_136806534.1
OG0000092	WP_010941590.1	WP_136806535.1
OG0000093	WP_010941779.1	WP_136808679.1, WP_136810770.1, WP_136809320.1, WP_136806918.1
OG0000094	WP_010941286.1	WP_136808502.1
OG0000095	WP_010940777.1	WP_136809769.1
OG0000095	WP_010942900.1	WP_136810701.1
OG0000096	WP_010941484.1, WP_010941769.1	WP_136805987.1, WP_136810724.1, WP_136805676.1, WP_136805682.1
OG0000097	WP_010941879.1	WP_136807108.1, WP_136807121.1
OG0000098	WP_010942650.1	WP_176371599.1, WP_136808348.1
OG0000101	WP_010943782.1, WP_010943090.1	WP_275942865.1, WP_275942866.1
OG0000102	WP_010941459.1	WP_136809955.1
OG0000102	WP_010941507.1	WP_136808045.1, WP_136805120.1
OG0000103	WP_010941607.1, WP_010942480.1	WP_136807934.1, WP_136809372.1
OG0000104	WP_262421275.1	WP_136808313.1, WP_136807975.1
OG0000105	WP_010942250.1	WP_136805297.1
OG0000105	WP_010941127.1, WP_010941128.1	WP_136809443.1
OG0000106	WP_010943341.1	WP_167506040.1, WP_136807483.1, WP_136809270.1
OG0000107	WP_010942207.1	WP_136810209.1
OG0000108	WP_010940958.1	WP_136808097.1, WP_136806312.1, WP_136805490.1
OG0000109	WP_010942188.1	WP_136806493.1, WP_136810740.1, WP_136810741.1
OG0000110	WP_235044926.1	WP_136807030.1
OG0000112	WP_010942274.1	WP_136808002.1, WP_136809976.1
OG0000113	WP_010942320.1	WP_136809724.1
OG0000114	WP_010943165.1	WP_136810572.1
OG0000115	WP_010943892.1	WP_136808017.1
OG0000115	WP_010944056.1, WP_010942772.1	WP_136806745.1
OG0000116	WP_010943682.1	WP_136807842.1
OG0000117	WP_010941759.1	WP_136810060.1
OG0000118	WP_010941758.1	WP_136810061.1
OG0000119	WP_010943592.1	WP_136806532.1
OG0000120	WP_010942080.1	WP_176371624.1
OG0000121	WP_010942597.1	WP_136808681.1, WP_136808529.1
OG0000122	WP_010943368.1, WP_010943370.1	WP_217909611.1
OG0000123	WP_010943384.1	WP_136807032.1
OG0000125	WP_010942746.1	WP_136808761.1, WP_217909486.1, WP_136809889.1, WP_228723249.1, WP_136806029.1, WP_136809223.1, WP_136809049.1
OG0000126	WP_010943126.1	WP_136805307.1
OG0000126	WP_010943898.1	WP_136805571.1
OG0000128	WP_010941589.1	WP_136806650.1
OG0000128	WP_010943853.1	WP_136806346.1
OG0000129	WP_010941713.1	WP_136805236.1
OG0000129	WP_010943778.1	WP_136805861.1
OG0000130	WP_010942861.1	WP_228723300.1, WP_136809396.1
OG0000130	WP_235044863.1, WP_010942184.1	WP_217909449.1
OG0000131	WP_010942881.1	WP_136805439.1
OG0000132	WP_010942507.1	WP_136809264.1
OG0000132	WP_010942113.1	WP_136810658.1, WP_136808489.1
OG0000132	WP_010943057.1	WP_136808075.1
OG0000133	WP_010941757.1	WP_267313775.1
OG0000134	WP_010942241.1	WP_136805898.1
OG0000136	WP_010941670.1	WP_136806325.1
OG0000138	WP_010941764.1	WP_136807292.1
OG0000139	WP_010941740.1	WP_167506084.1
OG0000139	WP_010942637.1, WP_010942588.1	WP_136807925.1, WP_136805666.1, WP_136805160.1, WP_136808274.1, WP_217909541.1, WP_136808674.1, WP_228723381.1, WP_228723284.1, WP_136809269.1, WP_136808774.1, WP_136810434.1
OG0000142	WP_010942899.1	WP_267313776.1
OG0000143	WP_010943891.1	WP_136806623.1
OG0000144	WP_010941593.1, WP_041914047.1	WP_136806979.1
OG0000144	WP_010941482.1	WP_136805284.1
OG0000145	WP_010942949.1	WP_217909534.1, WP_136807978.1, WP_136809855.1
OG0000147	WP_010942139.1	WP_136805303.1
OG0000147	WP_010940995.1	WP_136806691.1
OG0000149	WP_276524822.1	WP_136809474.1
OG0000150	WP_010943710.1	WP_136806150.1, WP_136808039.1
OG0000151	WP_010942486.1	WP_136808698.1, WP_228723304.1, WP_228723332.1
OG0000152	WP_010942382.1	WP_275942862.1
OG0000152	WP_010942374.1	WP_136806728.1
OG0000153	WP_010943806.1, WP_010941511.1	WP_136806137.1, WP_136809779.1, WP_275942867.1
OG0000154	WP_010943751.1	WP_167506086.1
OG0000155	WP_010943603.1	WP_136807836.1
OG0000156	WP_010942747.1	WP_136808996.1, WP_167505956.1, WP_136809224.1, WP_136805651.1
OG0000158	WP_010941382.1	WP_136805409.1
OG0000160	WP_010941051.1, WP_010940903.1	WP_136809501.1, WP_136810489.1
OG0000163	WP_010940702.1, WP_010942942.1	WP_136809154.1, WP_136810044.1
OG0000164	WP_010941317.1	WP_136805985.1
OG0000165	WP_010940970.1, WP_010942130.1, WP_010943009.1	WP_136805173.1
OG0000165	WP_010942470.1	WP_136810648.1
OG0000166	WP_010943267.1	WP_136808362.1, WP_136810385.1
OG0000168	WP_010942284.1	WP_136808711.1
OG0000169	WP_010942556.1	WP_136805317.1, WP_136810655.1, WP_136808753.1
OG0000170	WP_010942052.1	WP_136807744.1, WP_136808008.1
OG0000173	WP_010943577.1, WP_010941118.1	WP_136808642.1
OG0000174	WP_010944064.1	WP_136805459.1
OG0000176	WP_010941450.1	WP_136808623.1
OG0000179	WP_010943665.1	WP_153307116.1, WP_136807858.1, WP_136807855.1
OG0000180	WP_010941864.1	WP_153307152.1, WP_136808735.1
OG0000181	WP_010942627.1	WP_136805363.1, WP_136809823.1, WP_136808696.1, WP_136807981.1
OG0000183	WP_010941007.1	WP_136810194.1, WP_228723410.1
OG0000184	WP_010943067.1	WP_228723354.1
OG0000185	WP_041914029.1	WP_167506014.1
OG0000186	WP_010941475.1, WP_010942088.1	WP_136807977.1
OG0000187	WP_010943488.1	WP_136810561.1, WP_136810573.1
OG0000188	WP_010941847.1	WP_136806774.1
OG0000190	WP_010943251.1	WP_136807401.1
OG0000191	WP_010940707.1	WP_136807662.1
OG0000191	WP_010941690.1	WP_136808229.1
OG0000192	WP_010941861.1	WP_136809039.1
OG0000192	WP_010943387.1	WP_136806034.1
OG0000196	WP_010941009.1	WP_136806898.1
OG0000196	WP_010944054.1	WP_136810195.1
OG0000197	WP_010941767.1	WP_136810539.1, WP_136808973.1, WP_136807376.1
OG0000198	WP_010942442.1	WP_136806413.1
OG0000199	WP_010940692.1	WP_136806350.1
OG0000200	WP_010940782.1	WP_136809135.1
OG0000201	WP_010942481.1, WP_010941167.1	WP_136805810.1
OG0000202	WP_010944059.1, WP_010943805.1, WP_010941512.1	WP_136805949.1, WP_136808168.1
OG0000205	WP_275450049.1	WP_136806602.1
OG0000207	WP_010942266.1	WP_136809257.1, WP_167505868.1, WP_136809059.1, WP_167506005.1
OG0000208	WP_010942265.1	WP_136809058.1, WP_136809431.1
OG0000209	WP_010942096.1	WP_136806115.1
OG0000210	WP_010941518.1	WP_136809249.1, WP_228723260.1
OG0000211	WP_010940834.1	WP_136806117.1
OG0000212	WP_010941451.1	WP_136808629.1
OG0000213	WP_010942048.1	WP_136809857.1, WP_136808224.1
OG0000214	WP_010943452.1	WP_136805223.1
OG0000214	WP_010943453.1	WP_136805224.1
OG0000215	WP_010942713.1	WP_136805888.1
OG0000216	WP_010943613.1	WP_136810393.1, WP_136810380.1
OG0000217	WP_010942056.1	WP_136808462.1, WP_217909515.1
OG0000218	WP_010941105.1	WP_136807454.1
OG0000219	WP_010942171.1	WP_136810124.1, WP_228723302.1
OG0000220	WP_010941820.1	WP_136806530.1, WP_136806203.1
OG0000221	WP_010942604.1	WP_136807954.1
OG0000222	WP_010942108.1	WP_136807668.1, WP_176371617.1, WP_136810039.1
OG0000223	WP_010942050.1	WP_136805449.1
OG0000224	WP_010942022.1	WP_136809941.1
OG0000225	WP_010943944.1	WP_136810492.1
OG0000226	WP_010943254.1, WP_010943255.1	WP_136808024.1
OG0000227	WP_010943010.1	WP_136806844.1, WP_136807703.1
OG0000228	WP_010940759.1	WP_136805425.1
OG0000229	WP_010942321.1	WP_167505752.1
OG0000230	WP_010943336.1	WP_136805725.1, WP_136810425.1
OG0000233	WP_010943635.1	WP_136807470.1
OG0000233	WP_010941266.1	WP_136807079.1
OG0000234	WP_010943824.1, WP_010940956.1	WP_136809667.1, WP_136808391.1
OG0000235	WP_010942669.1	WP_136806161.1
OG0000236	WP_235044991.1, WP_235044960.1	WP_136810455.1
OG0000236	WP_010943847.1, WP_235044941.1	WP_136810314.1
OG0000239	WP_010943048.1	WP_136809165.1, WP_136805737.1, WP_136806443.1
OG0000240	WP_010941505.1	WP_136809429.1, WP_136808195.1
OG0000241	WP_010942954.1	WP_136808790.1
OG0000241	WP_010941508.1	WP_167506075.1, WP_136808286.1, WP_136808868.1
OG0000242	WP_235044978.1	WP_136810242.1, WP_136807044.1
OG0000242	WP_010943967.1, WP_010943145.1	WP_136808796.1
OG0000243	WP_010942841.1	WP_167505957.1, WP_167506053.1, WP_136809228.1
OG0000246	WP_010943032.1	WP_136810783.1
OG0000246	WP_045667367.1, WP_235044935.1	WP_217909539.1, WP_217909538.1
OG0000248	WP_010940826.1	WP_136810636.1
OG0000249	WP_010943406.1, WP_010943405.1	WP_136809194.1
OG0000250	WP_010943679.1	WP_136807876.1
OG0000252	WP_010944046.1	WP_136810199.1
OG0000252	WP_010941013.1	WP_136806897.1
OG0000253	WP_010943698.1, WP_010943699.1	WP_136805098.1
OG0000254	WP_010940756.1	WP_136809263.1
OG0000254	WP_010943910.1	WP_136808635.1
OG0000255	WP_010943746.1, WP_010941236.1	WP_228723345.1
OG0000256	WP_010943325.1	WP_217909455.1
OG0000256	WP_010943449.1	WP_136805221.1
OG0000257	WP_010943933.1	WP_136805933.1
OG0000257	WP_010941115.1	WP_136809111.1
OG0000259	WP_010942654.1	WP_136806277.1
OG0000262	WP_010943062.1, WP_010941612.1, WP_010941613.1, WP_010941843.1	WP_136806710.1
OG0000264	WP_010940789.1	WP_136805621.1, WP_136807989.1
OG0000265	WP_010940787.1	WP_136805218.1, WP_136807991.1
OG0000266	WP_010941002.1	WP_136805215.1, WP_136808013.1
OG0000270	WP_010940685.1	WP_136807381.1
OG0000270	WP_010941762.1	WP_136810057.1
OG0000271	WP_010943344.1	WP_136808782.1
OG0000272	WP_010942075.1	WP_136806955.1, WP_136806802.1, WP_136806953.1
OG0000273	WP_010941196.1	WP_136809499.1, WP_136807712.1
OG0000274	WP_010943288.1	WP_136808895.1, WP_136809048.1, WP_136805938.1
OG0000278	WP_010942980.1	WP_136806893.1
OG0000280	WP_010941072.1, WP_010940808.1	WP_167506098.1, WP_136807903.1
OG0000281	WP_010941524.1	WP_136807834.1, WP_136807353.1, WP_136805578.1, WP_275942851.1, WP_136807340.1, WP_136807388.1, WP_136807830.1
OG0000282	WP_010943444.1	WP_136810761.1, WP_136806172.1
OG0000283	WP_010940799.1	WP_136808622.1
OG0000284	WP_010941575.1	WP_136807131.1
OG0000285	WP_010941784.1	WP_275942858.1
OG0000287	WP_010941183.1	WP_167506055.1, WP_167505793.1, WP_136810343.1, WP_136805686.1
OG0000288	WP_010943065.1	WP_136810346.1
OG0000289	WP_010941147.1	WP_136809883.1, WP_136806123.1
OG0000290	WP_010944031.1	WP_136806187.1
OG0000291	WP_010942449.1	WP_136807599.1
OG0000292	WP_010941250.1	WP_228723310.1, WP_136806548.1
OG0000293	WP_010944055.1	WP_136810193.1
OG0000293	WP_010941006.1	WP_136806901.1
OG0000296	WP_010943239.1, WP_010942391.1	WP_136808009.1
OG0000297	WP_010943720.1	WP_217909516.1
OG0000299	WP_010941531.1	WP_136806912.1
OG0000300	WP_010941042.1	WP_136808630.1
OG0000301	WP_010943464.1	WP_136810743.1, WP_228723311.1
OG0000303	WP_235044981.1	WP_167506011.1, WP_136808520.1, WP_176371595.1, WP_136808411.1, WP_136808415.1
OG0000304	WP_010943295.1	WP_136809800.1, WP_136808663.1, WP_136806541.1
OG0000305	WP_010943229.1, WP_010941629.1	WP_136806209.1, WP_217909602.1, WP_228723314.1
OG0000307	WP_010944039.1	WP_136806889.1
OG0000307	WP_010941019.1	WP_136810204.1
OG0000308	WP_010941014.1, WP_010944044.1	WP_176371581.1, WP_136806896.1
OG0000309	WP_010942664.1	WP_136809778.1, WP_136808543.1
OG0000310	WP_010942151.1	WP_136810713.1
OG0000312	WP_010944022.1	WP_136805146.1
OG0000314	WP_010944042.1	WP_136810201.1
OG0000314	WP_010941016.1	WP_136806894.1
OG0000315	WP_010941223.1	WP_136808223.1, WP_136805330.1
OG0000316	WP_010943683.1	WP_136807841.1
OG0000316	WP_010942400.1	WP_136806641.1
OG0000318	WP_010941278.1	WP_136810099.1
OG0000319	WP_010943921.1	WP_136809358.1
OG0000320	WP_010942929.1	WP_136805834.1, WP_136805760.1, WP_136805596.1
OG0000321	WP_010942347.1	WP_136810520.1
OG0000321	WP_010942710.1	WP_136806264.1
OG0000325	WP_010941180.1	WP_136805196.1, WP_167505927.1, WP_167506007.1
OG0000326	WP_010941340.1	WP_167505953.1, WP_136808449.1
OG0000327	WP_010942648.1	WP_136808177.1
OG0000327	WP_010944012.1	WP_136808350.1, WP_136806378.1
OG0000328	WP_235044973.1	WP_136809408.1, WP_167506004.1
OG0000331	WP_010942832.1	WP_136808291.1
OG0000332	WP_010940771.1	WP_136806839.1
OG0000333	WP_010942670.1	WP_136805778.1, WP_136808004.1
OG0000335	WP_010942466.1	WP_167505898.1
OG0000336	WP_010942655.1	WP_136806276.1
OG0000337	WP_010942393.1	WP_136805472.1
OG0000338	WP_010941156.1	WP_136808018.1
OG0000339	WP_010941334.1	WP_136805374.1, WP_136805866.1
OG0000340	WP_010941922.1	WP_136805959.1
OG0000341	WP_010942355.1	WP_167505941.1
OG0000343	WP_010943700.1	WP_136805096.1
OG0000344	WP_010943614.1	WP_228723245.1
OG0000345	WP_010942401.1	WP_136805954.1
OG0000348	WP_010941927.1	WP_136805681.1, WP_136805957.1
OG0000350	WP_235044984.1	WP_136805507.1
OG0000351	WP_010941822.1, WP_010942781.1, WP_010941496.1, WP_235044931.1, WP_010941985.1	WP_136806457.1
OG0000352	WP_010943711.1	WP_136808040.1
OG0000353	WP_010943880.1	WP_136805411.1
OG0000355	WP_010941203.1	WP_136806707.1
OG0000356	WP_010942796.1, WP_010943738.1	WP_136806349.1
OG0000357	WP_010942533.1	WP_136810634.1
OG0000358	WP_010941267.1	WP_136808757.1
OG0000359	WP_010944058.1, WP_010943345.1	WP_136808781.1
OG0000360	WP_010942731.1	WP_136810531.1
OG0000361	WP_010940962.1	WP_136805292.1, WP_136808652.1
OG0000363	WP_010940854.1	WP_167505976.1, WP_136808563.1
OG0000364	WP_010941270.1	WP_136807809.1
OG0000365	WP_010943250.1	WP_136807807.1, WP_217909465.1, WP_136810497.1
OG0000366	WP_010941660.1	WP_136806144.1
OG0000370	WP_010940937.1	WP_136809893.1
OG0000375	WP_010943304.1	WP_136806553.1
OG0000377	WP_010941622.1	WP_167506061.1, WP_228723246.1
OG0000378	WP_275450045.1	WP_136807106.1, WP_136806996.1, WP_136808088.1
OG0000379	WP_010941941.1	WP_136809157.1, WP_167505933.1
OG0000381	WP_010943166.1	WP_217909464.1, WP_228723248.1, WP_136809206.1
OG0000382	WP_010943654.1	WP_136807888.1
OG0000384	WP_010942061.1, WP_010943430.1	WP_136805247.1, WP_136809760.1
OG0000385	WP_235044980.1	WP_217909620.1, WP_167505852.1, WP_136809352.1, WP_136808422.1, WP_167505928.1
OG0000387	WP_010940853.1	WP_136808564.1
OG0000388	WP_010942249.1	WP_136805296.1
OG0000389	WP_010944066.1, WP_010940805.1	WP_136808820.1
OG0000390	WP_010941122.1	WP_167505877.1
OG0000391	WP_010942461.1	WP_136805305.1
OG0000393	WP_010943825.1	WP_136807487.1
OG0000394	WP_010943002.1	WP_136805250.1, WP_136805334.1
OG0000395	WP_010942541.1	WP_136806288.1, WP_167505969.1
OG0000396	WP_010942725.1	WP_136807940.1
OG0000397	WP_010943018.1	WP_136807554.1
OG0000398	WP_010941523.1	WP_136805873.1
OG0000399	WP_010943768.1	WP_136809940.1
OG0000400	WP_010943724.1	WP_136805430.1
OG0000401	WP_010940699.1	WP_136808491.1
OG0000402	WP_223106389.1	WP_167505952.1
OG0000402	WP_010942160.1, WP_010943148.1	WP_136808692.1
OG0000403	WP_010941483.1	WP_136805283.1
OG0000404	WP_010942824.1	WP_167505717.1
OG0000406	WP_010941749.1	WP_136808044.1
