HOG	OG	Gene Tree Parent Clade	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
N10.HOG0000185	OG0000022	n25			Utg323180_278	Utg863716_101								
N10.HOG0000186	OG0000022	n28				Utg859236_119								
N10.HOG0000187	OG0000022	n32			Utg323392_113	Utg859388_124								
N10.HOG0000188	OG0000023	n10			Utg323180_594	Utg860814_168								
N10.HOG0000189	OG0000023	n17			Utg323180_595	Utg860814_169								
N10.HOG0000190	OG0000023	n31			Utg323392_65, Utg323180_593	Utg859388_168								
N10.HOG0000191	OG0000024	n2			Utg323180_286	Utg863716_104								
N10.HOG0000192	OG0000024	n11			Utg323074_45									
N10.HOG0000193	OG0000024	n30			Utg323152_134	Utg859098_279								
N10.HOG0000194	OG0000025	n4			Utg323300_113	Utg857300_39								
N10.HOG0000195	OG0000025	n9			Utg323140_34	Utg860814_248								
N10.HOG0000196	OG0000025	n14			Utg323316_176	Utg857046_69, Utg857046_70								
N10.HOG0000197	OG0000025	n16			Utg323180_632	Utg860814_224								
N10.HOG0000198	OG0000025	n17			Utg323180_229									
N10.HOG0000199	OG0000025	n22			Utg323152_140	Utg859098_275								
N10.HOG0000200	OG0000025	n23			Utg323140_139	Utg864866_19								
N10.HOG0000201	OG0000025	n26			Utg323392_180, Utg323316_342, Utg323316_341	Utg857046_255								
N10.HOG0000202	OG0000025	n32			Utg323180_435	Utg860814_14								
N10.HOG0000203	OG0000025	n34			Utg323632_121	Utg857994_30								
N10.HOG0000204	OG0000025	n42			Utg323392_70	Utg858432_70								
N10.HOG0000205	OG0000026	n2			Utg323140_43	Utg864866_112								
N10.HOG0000206	OG0000026	n8			Utg323632_118									
N10.HOG0000207	OG0000026	n12			Utg323300_169									
N10.HOG0000208	OG0000026	n23			Utg323300_371	Utg857152_94								
N10.HOG0000209	OG0000027	n12			Utg323180_189	Utg863716_17								
N10.HOG0000210	OG0000027	n15			Utg323300_117	Utg857300_35								
N10.HOG0000211	OG0000027	n21			Utg323300_118	Utg857300_34								
N10.HOG0000212	OG0000027	n26				Utg857046_152, Utg857046_153								
N10.HOG0000213	OG0000027	n38			Utg323392_79	Utg859388_156								
N10.HOG0000214	OG0000027	n40			Utg323180_188	Utg863716_16								
N10.HOG0000215	OG0000028	n3			Utg323262_65	Utg857076_67								
N10.HOG0000216	OG0000028	n17			Utg323990_173	Utg860006_30								
N10.HOG0000217	OG0000028	n20			Utg323140_52	Utg864866_102								
N10.HOG0000218	OG0000028	n24			Utg323140_220									
N10.HOG0000219	OG0000028	n33			Utg323180_452	Utg860814_34								
N10.HOG0000220	OG0000029	n2				Utg859750_95								
N10.HOG0000221	OG0000029	n6				Utg859982_26								
N10.HOG0000222	OG0000029	n24			Utg323300_179									
N10.HOG0000223	OG0000029	n31			Utg323300_178									
N10.HOG0000224	OG0000030	n9			Utg323160_85	Utg861744_16								
N10.HOG0000225	OG0000030	n21			Utg323160_112									
N10.HOG0000226	OG0000030	n28				Utg857994_103								
N10.HOG0000227	OG0000030	n31				Utg857152_237								
N10.HOG0000228	OG0000031	n2			Utg323448_44	Utg857490_1								
N10.HOG0000229	OG0000031	n11			Utg323262_74	Utg857076_58								
N10.HOG0000230	OG0000031	n23			Utg323180_78	Utg857152_167								
N10.HOG0000231	OG0000031	n30			Utg323392_77	Utg859388_158								
N10.HOG0000232	OG0000031	n32			Utg323262_179									
N10.HOG0000233	OG0000032	n7				Utg857046_236								
N10.HOG0000234	OG0000032	n20			Utg323316_338	Utg857046_252								
N10.HOG0000235	OG0000032	n31			Utg323300_122	Utg857300_30								
N10.HOG0000236	OG0000033	n10				Utg857682_66								
N10.HOG0000237	OG0000033	n22			Utg323140_147, Utg323140_146	Utg860814_171								
N10.HOG0000238	OG0000034	n23			Utg323392_186	Utg859388_40								
N10.HOG0000239	OG0000034	n24			Utg323392_187	Utg859388_39								
N10.HOG0000240	OG0000034	n25				Utg859098_369								
N10.HOG0000241	OG0000035	n2				Utg859388_146								
N10.HOG0000242	OG0000035	n8			Utg323180_199	Utg863716_35								
N10.HOG0000243	OG0000035	n12				Utg861448_17								
N10.HOG0000244	OG0000035	n15			Utg323262_95	Utg857076_40								
N10.HOG0000245	OG0000035	n20			Utg323300_305	Utg857152_33								
N10.HOG0000246	OG0000035	n23			Utg323300_236									
N10.HOG0000247	OG0000036	n11				Utg857682_165								
N10.HOG0000248	OG0000036	n14				Utg859982_60								
N10.HOG0000249	OG0000036	n20				Utg859236_64								
N10.HOG0000250	OG0000037	n3				Utg857994_225, Utg859098_26, Utg857300_65, Utg857490_34, Utg857300_66								
N10.HOG0000251	OG0000037	n18			Utg323160_55, Utg323160_54, Utg323180_53, Utg323180_177									
N10.HOG0000252	OG0000037	n26				Utg858494_24, Utg858494_27, Utg858494_13								
N10.HOG0000253	OG0000037	n32			Utg323180_533	Utg858494_23								
N10.HOG0000254	OG0000038	n7			Utg323990_153	Utg860006_50								
N10.HOG0000255	OG0000038	n17			Utg323180_685	Utg860814_278								
N10.HOG0000256	OG0000038	n27			Utg323180_684	Utg860814_277								
N10.HOG0000257	OG0000039	n11				Utg860006_93								
N10.HOG0000258	OG0000039	n29			Utg323316_349	Utg857046_262, Utg859098_367								
N10.HOG0000259	OG0000040	n5			Utg323074_178	Utg857994_193								
N10.HOG0000260	OG0000040	n11				Utg860814_311								
N10.HOG0000261	OG0000040	n20			Utg323990_200									
N10.HOG0000262	OG0000040	n27				Utg859098_48								
N10.HOG0000263	OG0000040	n28			Utg323990_66	Utg860006_147								
N10.HOG0000264	OG0000040	n32				Utg857046_175								
N10.HOG0000265	OG0000041	n6				Utg859098_368								
N10.HOG0000266	OG0000041	n13			Utg323632_79, Utg323300_84									
N10.HOG0000267	OG0000041	n21			Utg323316_196	Utg857046_101								
N10.HOG0000268	OG0000041	n29				Utg857682_137								
N10.HOG0000269	OG0000042	n3			Utg323180_126	Utg857152_197								
N10.HOG0000270	OG0000042	n14			Utg323300_393	Utg857152_116								
N10.HOG0000271	OG0000042	n20			Utg323262_141	Utg859236_105								
N10.HOG0000272	OG0000042	n24			Utg323152_383									
N10.HOG0000273	OG0000043	n8			Utg323262_134	Utg857300_6								
N10.HOG0000274	OG0000043	n15			Utg323140_196	Utg859236_121								
N10.HOG0000275	OG0000043	n20			Utg323990_243									
N10.HOG0000276	OG0000043	n22			Utg323160_116									
N10.HOG0000277	OG0000043	n24			Utg323180_525	Utg860814_118								
N10.HOG0000278	OG0000043	n27				Utg859750_58								
N10.HOG0000279	OG0000043	n30			Utg323180_599	Utg860814_180								
N10.HOG0000280	OG0000044	n2			Utg323316_69									
N10.HOG0000281	OG0000044	n32			Utg323300_443									
N10.HOG0000282	OG0000045	n10			Utg323180_405									
N10.HOG0000283	OG0000045	n14			Utg324810_80, Utg323990_79									
N10.HOG0000284	OG0000045	n25			Utg323300_218									
N10.HOG0000285	OG0000046	n10				Utg857994_85, Utg857994_86, Utg860006_158								
N10.HOG0000286	OG0000046	n20			Utg323152_235	Utg859098_176								
N10.HOG0000287	OG0000046	n26			Utg323180_156	Utg857152_215								
N10.HOG0000288	OG0000047	n3			Utg323990_19									
N10.HOG0000289	OG0000047	n16			Utg323074_218									
N10.HOG0000290	OG0000047	n19			Utg323316_238	Utg858432_158, Utg857046_163								
N10.HOG0000291	OG0000047	n26			Utg323074_155	Utg857994_168								
N10.HOG0000292	OG0000048	n1			Utg323266_109	Utg857682_54								
N10.HOG0000293	OG0000048	n24			Utg323316_142	Utg857046_28								
N10.HOG0000294	OG0000049	n5			Utg323300_370	Utg857152_93								
N10.HOG0000295	OG0000050	n6				Utg860006_110								
N10.HOG0000296	OG0000050	n21				Utg859076_1								
N10.HOG0000297	OG0000050	n22				Utg860006_111								
N10.HOG0000298	OG0000050	n25				Utg859076_7								
N10.HOG0000299	OG0000050	n27				Utg859076_8								
N10.HOG0000300	OG0000051	n2			Utg323262_75	Utg857076_57								
N10.HOG0000301	OG0000051	n6			Utg323316_319	Utg857046_216								
N10.HOG0000302	OG0000051	n18			Utg323180_77	Utg857152_166								
N10.HOG0000303	OG0000051	n25			Utg323392_76	Utg859388_159								
N10.HOG0000304	OG0000051	n27			Utg323262_180									
N10.HOG0000305	OG0000051	n28			Utg323392_75	Utg859388_160								
N10.HOG0000306	OG0000052	n3			Utg323262_71	Utg859982_225, Utg857076_61								
N10.HOG0000307	OG0000052	n18				Utg857682_28								
N10.HOG0000308	OG0000052	n23			Utg323152_537	Utg857046_241								
N10.HOG0000309	OG0000052	n25			Utg323074_111	Utg857994_129								
N10.HOG0000310	OG0000052	n28			Utg323300_411	Utg857152_135								
N10.HOG0000311	OG0000053	n1			Utg323392_224	Utg859388_13								
N10.HOG0000312	OG0000053	n12			Utg323180_371, Utg323316_65	Utg859432_19								
N10.HOG0000313	OG0000053	n20			Utg323316_144	Utg857046_30								
N10.HOG0000314	OG0000054	n4			Utg323316_271, Utg323316_253									
N10.HOG0000315	OG0000054	n15			Utg323316_275									
N10.HOG0000316	OG0000055	n1			Utg323152_253	Utg859098_163								
N10.HOG0000317	OG0000055	n12			Utg323990_203, Utg323152_348, Utg323152_241									
N10.HOG0000318	OG0000055	n21			Utg323074_215									
N10.HOG0000319	OG0000056	n20				Utg859098_380								
N10.HOG0000320	OG0000057	n2			Utg323266_75	Utg857682_24								
N10.HOG0000321	OG0000057	n6			Utg323152_465									
N10.HOG0000322	OG0000057	n19				Utg859098_394								
N10.HOG0000323	OG0000057	n24			Utg323300_441	Utg859982_23								
N10.HOG0000324	OG0000057	n26			Utg323632_324, Utg323392_16	Utg859098_431								
N10.HOG0000325	OG0000057	n28			Utg323140_160	Utg864866_2								
N10.HOG0000326	OG0000058	n3			Utg323180_619	Utg860814_210								
N10.HOG0000327	OG0000058	n19			Utg323152_288	Utg859098_128								
N10.HOG0000328	OG0000058	n22			Utg323632_274	Utg866558_45								
N10.HOG0000329	OG0000058	n24			Utg323152_273	Utg859098_142								
N10.HOG0000330	OG0000058	n26			Utg323180_545	Utg860814_129								
N10.HOG0000331	OG0000059	n15			Utg323300_36	Utg857682_3								
N10.HOG0000332	OG0000059	n16			Utg323316_107									
N10.HOG0000333	OG0000059	n19				Utg859098_365								
N10.HOG0000334	OG0000060	n7				Utg859388_118								
N10.HOG0000335	OG0000060	n11			Utg323300_75	Utg857300_57								
N10.HOG0000336	OG0000060	n16			Utg323632_306	Utg866558_9								
N10.HOG0000337	OG0000060	n21			Utg323990_72	Utg860006_140, Utg860006_141								
N10.HOG0000338	OG0000061	n7			Utg323266_110	Utg857682_55								
N10.HOG0000339	OG0000061	n19			Utg323180_315	Utg859076_31								
N10.HOG0000340	OG0000062	n4			Utg323392_166	Utg859388_55								
N10.HOG0000341	OG0000062	n14			Utg323140_118									
N10.HOG0000342	OG0000063	n1			Utg323632_334	Utg857992_35								
N10.HOG0000343	OG0000063	n8			Utg323392_142	Utg859388_77								
N10.HOG0000344	OG0000064	n13			Utg323990_139	Utg860006_63								
N10.HOG0000345	OG0000064	n17			Utg323180_38	Utg859750_77								
N10.HOG0000346	OG0000065	n12			Utg323140_85	Utg864866_69								
N10.HOG0000347	OG0000065	n14			Utg323160_21									
N10.HOG0000348	OG0000065	n16			Utg323140_2, Utg323180_2	Utg859750_21								
N10.HOG0000349	OG0000066	n2				Utg859982_127								
N10.HOG0000350	OG0000066	n10			Utg323266_106	Utg857682_52								
N10.HOG0000351	OG0000067	n5			Utg323392_165	Utg859388_56								
N10.HOG0000352	OG0000067	n23			Utg323140_119									
N10.HOG0000353	OG0000068	n15			Utg323990_51									
N10.HOG0000354	OG0000068	n17			Utg323180_344									
N10.HOG0000355	OG0000068	n21			Utg325220_60									
N10.HOG0000356	OG0000069	n8			Utg325220_94	Utg857682_89								
N10.HOG0000357	OG0000069	n14			Utg323300_182									
N10.HOG0000358	OG0000069	n17			Utg323262_103	Utg857076_29								
N10.HOG0000359	OG0000070	n1			Utg323152_189	Utg859098_224								
N10.HOG0000360	OG0000070	n16			Utg323990_69	Utg860006_144								
N10.HOG0000361	OG0000071	n6			Utg323152_536	Utg857046_242								
N10.HOG0000362	OG0000071	n8				Utg859076_12								
N10.HOG0000363	OG0000071	n14			Utg323152_559	Utg859982_10								
N10.HOG0000364	OG0000071	n21			Utg323180_522	Utg860814_115								
N10.HOG0000365	OG0000072	n2			Utg323152_535	Utg857046_243								
N10.HOG0000366	OG0000072	n9			Utg323152_560	Utg859982_9								
N10.HOG0000367	OG0000072	n20			Utg323180_521	Utg860814_114								
N10.HOG0000368	OG0000073	n4			Utg323160_62	Utg861744_37								
N10.HOG0000369	OG0000073	n6			Utg323180_197, Utg323632_357									
N10.HOG0000370	OG0000073	n16			Utg323180_298	Utg863716_115								
N10.HOG0000371	OG0000073	n18			Utg323180_233	Utg860814_62								
N10.HOG0000372	OG0000073	n23			Utg324548_6									
N10.HOG0000373	OG0000073	n24			Utg323140_124									
N10.HOG0000374	OG0000074	n19			Utg323180_421									
N10.HOG0000375	OG0000074	n25			Utg325220_79									
N10.HOG0000376	OG0000075	n7			Utg323160_84	Utg861744_17								
N10.HOG0000377	OG0000075	n12				Utg857152_236								
N10.HOG0000378	OG0000075	n22				Utg857994_104								
N10.HOG0000379	OG0000076	n1				Utg861744_5								
N10.HOG0000380	OG0000076	n24			Utg323180_458	Utg860814_43								
N10.HOG0000381	OG0000076	n25			Utg323152_263	Utg859098_152								
N10.HOG0000382	OG0000077	n15			Utg323074_141	Utg857994_161								
N10.HOG0000383	OG0000077	n25				Utg858432_66								
N10.HOG0000384	OG0000078	n5			Utg323152_397	Utg859982_201, Utg859982_200								
N10.HOG0000385	OG0000078	n15			Utg323180_686	Utg860814_279								
N10.HOG0000386	OG0000078	n19			Utg323300_294	Utg857152_21								
N10.HOG0000387	OG0000079	n9			Utg323160_93	Utg861744_10								
N10.HOG0000388	OG0000079	n11			Utg323180_41	Utg859750_81								
N10.HOG0000389	OG0000079	n16			Utg323990_42	Utg860006_159								
N10.HOG0000390	OG0000079	n22			Utg323392_205									
N10.HOG0000391	OG0000080	n9			Utg323140_241									
N10.HOG0000392	OG0000080	n18			Utg323152_20									
N10.HOG0000393	OG0000080	n23			Utg323316_249									
N10.HOG0000394	OG0000081	n8			Utg323180_392									
N10.HOG0000395	OG0000081	n15			Utg323266_79									
N10.HOG0000396	OG0000082	n5			Utg323392_216	Utg859388_21								
N10.HOG0000397	OG0000082	n12			Utg323152_318	Utg859098_98								
N10.HOG0000398	OG0000084	n12				Utg859236_68								
N10.HOG0000399	OG0000085	n11			Utg323180_592	Utg860814_319, Utg860814_167								
N10.HOG0000400	OG0000086	n2				Utg860006_109								
