HOG	OG	Gene Tree Parent Clade	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
N6.HOG0000087	OG0000003	n103		WP_015403648.1	Utg323152_11, Utg323180_390, Utg323300_45, Utg323140_167, Utg323140_166, Utg323180_464, Utg323180_430	Utg859098_375		WP_136806600.1, WP_136805594.1, WP_136807522.1, WP_136807708.1, WP_136805154.1, WP_136805912.1, WP_167505861.1, WP_136809723.1						
N6.HOG0000088	OG0000003	n122						WP_167506110.1						
N6.HOG0000089	OG0000003	n123						WP_167505749.1						
N6.HOG0000090	OG0000004	n8		WP_015402639.1		Utg859236_110		WP_136810858.1, WP_136808193.1		WP_162096622.1				
N6.HOG0000091	OG0000004	n14		WP_015405091.1					WP_136796385.1					
N6.HOG0000092	OG0000004	n19		WP_015404335.1	Utg323316_191, Utg323152_14	Utg859098_372		WP_136810396.1						
N6.HOG0000093	OG0000004	n28		WP_015403645.1, WP_015403269.1, WP_015403586.1										
N6.HOG0000094	OG0000004	n34						WP_136809328.1, WP_136805168.1, WP_167505721.1, WP_136809428.1	WP_136798650.1	WP_011188268.1				
N6.HOG0000095	OG0000004	n41							WP_167495700.1	WP_011189167.1, WP_011189166.1, WP_011189165.1				
N6.HOG0000096	OG0000004	n45						WP_167506073.1		WP_162096658.1				
N6.HOG0000097	OG0000004	n48		WP_015403270.1, WP_015405428.1	Utg323152_471, Utg323074_85, Utg323180_529, Utg323300_52, Utg323152_27, Utg323300_412, Utg323266_76, Utg323266_66	Utg857682_27, Utg861744_9, Utg860814_122, Utg857152_136, Utg857682_26		WP_136810348.1, WP_136808197.1, WP_136805692.1						
N6.HOG0000098	OG0000004	n66			Utg323180_453	Utg860814_35, Utg860814_38								
N6.HOG0000099	OG0000004	n70						WP_176371583.1, WP_136806049.1, WP_136810154.1						
N6.HOG0000100	OG0000004	n74						WP_267313779.1						
N6.HOG0000101	OG0000004	n77						WP_136805478.1						
N6.HOG0000102	OG0000004	n78						WP_167505723.1						
N6.HOG0000103	OG0000004	n82			Utg323152_588					WP_162096636.1				
N6.HOG0000104	OG0000004	n83		WP_015403551.1	Utg323180_502			WP_136810487.1		WP_011190354.1				
N6.HOG0000105	OG0000004	n86			Utg323180_462, Utg323152_104, Utg323180_416	Utg858494_71, Utg857994_41		WP_136805944.1, WP_136808745.1						
N6.HOG0000106	OG0000004	n93		WP_015403268.1, WP_015405656.1, WP_015405739.1, WP_015402401.1, WP_015402421.1, WP_052326944.1, WP_015403175.1, WP_015402868.1	Utg323632_135, Utg323180_613, Utg323180_419, Utg323262_186	Utg858432_88, Utg860814_202, Utg859236_73		WP_136807867.1, WP_167505718.1, WP_136808192.1	WP_167495840.1, WP_136798338.1	WP_162096666.1				
N6.HOG0000107	OG0000004	n113		WP_015402970.1, WP_015403250.1	Utg323300_14	Utg857994_124, Utg859982_119		WP_136805197.1, WP_136807033.1, WP_136806447.1, WP_136808898.1	WP_136795716.1					
N6.HOG0000108	OG0000004	n125						WP_136809028.1	WP_136796342.1					
N6.HOG0000109	OG0000005	n4								WP_011189533.1, WP_011188126.1				
N6.HOG0000110	OG0000005	n8						WP_136810384.1	WP_136796309.1					
N6.HOG0000111	OG0000005	n18						WP_136805867.1	WP_136797383.1					
N6.HOG0000112	OG0000005	n20						WP_136806188.1, WP_136810073.1	WP_167495701.1, WP_167495890.1					
N6.HOG0000113	OG0000005	n28						WP_167505954.1	WP_136799321.1					
N6.HOG0000114	OG0000005	n31						WP_136805540.1						
N6.HOG0000115	OG0000005	n38		WP_015403762.1	Utg323300_198									
N6.HOG0000116	OG0000005	n46			Utg323152_472, Utg323392_2, Utg323140_137	Utg864866_21, Utg864866_22		WP_136806687.1, WP_136809485.1, WP_136810251.1						
N6.HOG0000117	OG0000005	n54				Utg857152_208		WP_136806805.1	WP_136797798.1					
N6.HOG0000118	OG0000005	n59		WP_015404965.1	Utg323152_391	Utg859982_207								
N6.HOG0000119	OG0000005	n70						WP_167505797.1, WP_167505775.1, WP_136808058.1, WP_136809942.1						
N6.HOG0000120	OG0000005	n76			Utg323140_36									
N6.HOG0000121	OG0000005	n81		WP_015405658.1	Utg323632_133	Utg858432_84		WP_136807023.1						
N6.HOG0000122	OG0000005	n85		WP_015404343.1, WP_015403003.1	Utg323262_94, Utg323392_93	Utg863716_116, Utg857076_41, Utg857994_89, Utg859388_141, Utg863716_9		WP_228723321.1, WP_136810234.1, WP_136807296.1, WP_136805496.1, WP_136806590.1						
N6.HOG0000123	OG0000005	n99		WP_015402641.1	Utg323300_274, Utg323392_174	Utg857152_2, Utg859388_48		WP_136808150.1, WP_136810322.1						
N6.HOG0000124	OG0000005	n108		WP_167320730.1	Utg323316_116			WP_136809159.1	WP_167495679.1	WP_011187985.1				
N6.HOG0000125	OG0000005	n112						WP_136806794.1	WP_136797789.1	WP_011187604.1				
N6.HOG0000126	OG0000006	n6			Utg323990_58	Utg860006_155								
N6.HOG0000127	OG0000006	n9						WP_167506063.1						
N6.HOG0000128	OG0000006	n12			Utg323632_356	Utg858494_72, Utg863716_8		WP_136810272.1	WP_136797886.1					
N6.HOG0000129	OG0000006	n38								WP_011190351.1				
N6.HOG0000130	OG0000006	n40			Utg323262_137					WP_156792195.1				
N6.HOG0000131	OG0000006	n45		WP_015403002.1	Utg323392_94	Utg859388_140		WP_136805497.1						
N6.HOG0000132	OG0000006	n51			Utg323160_106	Utg863716_22								
N6.HOG0000133	OG0000006	n63			Utg323392_72	Utg858432_72								
N6.HOG0000134	OG0000006	n67				Utg859982_107		WP_136809441.1						
N6.HOG0000135	OG0000006	n71		WP_015405414.1										
N6.HOG0000136	OG0000006	n73		WP_015403820.1		Utg863716_120		WP_136806566.1						
N6.HOG0000137	OG0000006	n76			Utg323180_218, Utg323180_148									
N6.HOG0000138	OG0000006	n77		WP_015404882.1		Utg858494_73		WP_167505808.1						
N6.HOG0000139	OG0000006	n83		WP_015405458.1				WP_136807043.1						
N6.HOG0000140	OG0000006	n87		WP_015403650.1										
N6.HOG0000141	OG0000007	n1		WP_015405611.1	Utg323632_239	Utg858432_132		WP_228723385.1	WP_228721345.1	WP_011189794.1				
N6.HOG0000142	OG0000007	n13			Utg323180_86	Utg859750_38		WP_176371586.1	WP_136796943.1					
N6.HOG0000143	OG0000007	n23		WP_015405734.1, WP_015405646.1	Utg323632_51	Utg862138_39		WP_136805469.1	WP_136796543.1	WP_011188868.1				
N6.HOG0000144	OG0000007	n35		WP_041916547.1	Utg323152_106			WP_136809767.1	WP_136795639.1					
N6.HOG0000145	OG0000007	n42			Utg323262_116	Utg857076_16								
N6.HOG0000146	OG0000007	n48		WP_015402821.1, WP_015405512.1		Utg859432_67				WP_011189025.1				
N6.HOG0000147	OG0000007	n51		WP_015404120.1	Utg323316_118			WP_136809687.1	WP_136795569.1	WP_011188995.1				
N6.HOG0000148	OG0000007	n56		WP_015403055.1										
N6.HOG0000149	OG0000007	n64		WP_015403101.1	Utg323180_130	Utg857152_200								
N6.HOG0000150	OG0000007	n67						WP_136806719.1	WP_217907574.1					
N6.HOG0000151	OG0000007	n70						WP_136806549.1	WP_136796830.1	WP_011187745.1				
N6.HOG0000152	OG0000007	n74						WP_136806986.1	WP_136798505.1					
N6.HOG0000153	OG0000007	n75		WP_015404400.1, WP_015404228.1, WP_015404700.1, WP_041917005.1	Utg323632_81			WP_136809210.1	WP_136796500.1					
N6.HOG0000154	OG0000008	n4			Utg323632_80			WP_136809211.1	WP_136796499.1					
N6.HOG0000155	OG0000008	n13		WP_015403337.1	Utg323160_91, Utg323262_89	Utg861744_12, Utg857076_45		WP_136805538.1	WP_167495786.1					
N6.HOG0000156	OG0000008	n24		WP_015405644.1	Utg323300_42									
N6.HOG0000157	OG0000008	n28						WP_217909514.1	WP_136795517.1	WP_049785079.1				
N6.HOG0000158	OG0000008	n36		WP_015403510.1	Utg323300_399	Utg857152_123		WP_136806594.1	WP_136796821.1					
N6.HOG0000159	OG0000008	n49		WP_015404768.1	Utg323392_185	Utg859388_41		WP_136808272.1	WP_136798618.1					
N6.HOG0000160	OG0000008	n56				Utg859098_370		WP_136806200.1	WP_228721405.1	WP_049785046.1				
N6.HOG0000161	OG0000008	n63							WP_136797473.1					
N6.HOG0000162	OG0000009	n1						WP_136806455.1, WP_136808940.1						
N6.HOG0000163	OG0000009	n8			Utg323990_129	Utg860006_74		WP_217909495.1						
N6.HOG0000164	OG0000009	n16		WP_015405657.1	Utg323632_134	Utg860814_183, Utg858432_86		WP_136810250.1	WP_136799743.1	WP_011188127.1				
N6.HOG0000165	OG0000009	n30			Utg323140_138, Utg323392_3	Utg864866_20		WP_136806688.1, WP_136809487.1						
N6.HOG0000166	OG0000009	n35						WP_167505902.1						
N6.HOG0000167	OG0000009	n42			Utg323180_612	Utg860814_199, Utg860814_198		WP_136807801.1						
N6.HOG0000168	OG0000009	n48						WP_136805233.1, WP_217909581.1	WP_167495941.1	WP_156792224.1				
N6.HOG0000169	OG0000009	n54							WP_228721437.1	WP_011189354.1				
N6.HOG0000170	OG0000009	n58			Utg323180_288			WP_167506082.1, WP_136810412.1		WP_011189261.1				
N6.HOG0000171	OG0000009	n63			Utg323152_586			WP_136806587.1						
N6.HOG0000172	OG0000010	n4		WP_015404239.1	Utg323316_272, Utg323316_267, Utg323316_264	Utg857046_180		WP_136809831.1						
N6.HOG0000173	OG0000010	n13				Utg857046_174, Utg859236_8		WP_136808438.1, WP_136808682.1						
N6.HOG0000174	OG0000010	n20							WP_136799911.1					
N6.HOG0000175	OG0000010	n25		WP_153304882.1	Utg323990_20									
N6.HOG0000176	OG0000010	n30		WP_015404680.1				WP_136807956.1, WP_136809828.1, WP_136805073.1	WP_136795772.1					
N6.HOG0000177	OG0000010	n36		WP_015404224.1, WP_167320737.1				WP_136807955.1		WP_011190434.1				
N6.HOG0000178	OG0000010	n42						WP_136805343.1						
N6.HOG0000179	OG0000010	n47		WP_015404221.1										
N6.HOG0000180	OG0000010	n49		WP_015404682.1										
N6.HOG0000181	OG0000010	n53			Utg323074_203									
N6.HOG0000182	OG0000010	n55						WP_136810733.1, WP_167506104.1, WP_217909528.1		WP_011187276.1				
N6.HOG0000183	OG0000011	n2						WP_136808302.1	WP_136796707.1					
N6.HOG0000184	OG0000011	n4		WP_015403675.1	Utg323180_549	Utg860814_134		WP_136808632.1, WP_136806782.1, WP_136810628.1	WP_228721445.1, WP_136796520.1, WP_136796063.1	WP_011188428.1, WP_011187691.1				
N6.HOG0000185	OG0000011	n18							WP_136799658.1					
N6.HOG0000186	OG0000011	n22						WP_136808936.1	WP_136797104.1	WP_011188598.1				
N6.HOG0000187	OG0000011	n26				Utg857046_16			WP_136798870.1					
N6.HOG0000188	OG0000011	n32				Utg859982_61		WP_228723280.1	WP_167495681.1	WP_011190294.1				
N6.HOG0000189	OG0000011	n37						WP_136805836.1	WP_136798851.1, WP_136799937.1	WP_041277567.1				
N6.HOG0000190	OG0000011	n40				Utg859236_66			WP_136799478.1	WP_011188753.1				
N6.HOG0000191	OG0000011	n42							WP_136799535.1, WP_136795298.1					
N6.HOG0000192	OG0000011	n46						WP_136809871.1	WP_136796266.1					
N6.HOG0000193	OG0000011	n49						WP_136809894.1	WP_136799595.1					
N6.HOG0000194	OG0000011	n52						WP_136810666.1, WP_136810070.1, WP_217909606.1	WP_136798603.1, WP_136798211.1, WP_217907688.1					
N6.HOG0000195	OG0000012	n2							WP_228721473.1					
N6.HOG0000196	OG0000012	n6		WP_015405394.1	Utg323392_111	Utg859388_126		WP_167506099.1	WP_136799858.1	WP_041278033.1				
N6.HOG0000197	OG0000012	n13		WP_015403532.1	Utg323140_106	Utg864866_48, Utg864866_49		WP_167505807.1		WP_041277505.1				
N6.HOG0000198	OG0000012	n24		WP_015405260.1	Utg323180_153									
N6.HOG0000199	OG0000012	n26			Utg323316_174	Utg857046_67								
N6.HOG0000200	OG0000012	n28		WP_228130022.1	Utg323632_113	Utg858432_54		WP_136805114.1	WP_228721381.1	WP_156792326.1				
N6.HOG0000201	OG0000012	n42		WP_015403471.1					WP_136796722.1	WP_011188284.1				
N6.HOG0000202	OG0000012	n46				Utg857046_150		WP_228723378.1						
N6.HOG0000203	OG0000012	n53			Utg323160_104									
N6.HOG0000204	OG0000012	n55						WP_136806856.1	WP_136798832.1					
N6.HOG0000205	OG0000013	n3		WP_015402979.1	Utg323180_152, Utg323140_78	Utg864866_75								
N6.HOG0000206	OG0000013	n8		WP_015404369.1		Utg863716_117								
N6.HOG0000207	OG0000013	n24			Utg323180_446	Utg860814_26		WP_136806862.1						
N6.HOG0000208	OG0000013	n28			Utg323180_450	Utg860814_31		WP_136806858.1						
N6.HOG0000209	OG0000013	n35		WP_015404193.1	Utg323140_219			WP_217909556.1, WP_136810308.1	WP_228721392.1, WP_136799928.1	WP_011188729.1				
N6.HOG0000210	OG0000013	n45		WP_015404186.1	Utg323140_226			WP_136810262.1, WP_136810302.1, WP_136810264.1	WP_136797029.1, WP_136799932.1, WP_136797031.1	WP_011188732.1				
N6.HOG0000211	OG0000014	n3			Utg323392_110									
N6.HOG0000212	OG0000014	n10		WP_015403048.1		Utg859076_41			WP_176360024.1					
N6.HOG0000213	OG0000014	n14				Utg857994_28			WP_136795895.1					
N6.HOG0000214	OG0000014	n21			Utg323262_128	Utg857682_136		WP_136808146.1, WP_136808979.1	WP_136795319.1, WP_167495771.1					
N6.HOG0000215	OG0000014	n28						WP_136809185.1						
N6.HOG0000216	OG0000014	n29						WP_136808354.1	WP_136796661.1					
N6.HOG0000217	OG0000014	n34		WP_015403432.1	Utg324810_58	Utg861744_121, Utg861744_120		WP_136808641.1	WP_136795451.1	WP_083818925.1				
N6.HOG0000218	OG0000014	n44		WP_015403237.1, WP_015405413.1				WP_167505806.1						
N6.HOG0000219	OG0000014	n47		WP_015403639.1				WP_136809415.1	WP_136798954.1					
N6.HOG0000220	OG0000014	n51						WP_136810371.1						
N6.HOG0000221	OG0000014	n53						WP_136810514.1						
N6.HOG0000222	OG0000015	n1		WP_015404994.1, WP_015405754.1	Utg323392_212, Utg323632_27	Utg859388_25, Utg862138_18		WP_136806902.1	WP_136798539.1	WP_041277718.1				
N6.HOG0000223	OG0000015	n17		WP_015403214.1	Utg323140_90	Utg864866_65		WP_228723428.1	WP_228721502.1	WP_228130190.1				
N6.HOG0000224	OG0000015	n30			Utg325220_80			WP_167506080.1	WP_136798430.1	WP_011187538.1				
N6.HOG0000225	OG0000015	n37			Utg323140_91									
N6.HOG0000226	OG0000015	n40						WP_136810620.1	WP_136796070.1					
N6.HOG0000227	OG0000015	n51						WP_136805164.1						
N6.HOG0000228	OG0000016	n3								WP_011188795.1				
N6.HOG0000229	OG0000016	n12		WP_015405281.1	Utg323152_301	Utg859098_114		WP_136807902.1		WP_011189892.1				
N6.HOG0000230	OG0000016	n32						WP_167505772.1						
N6.HOG0000231	OG0000016	n33						WP_136809302.1	WP_167495730.1, WP_136797847.1, WP_136796187.1					
N6.HOG0000232	OG0000016	n38		WP_015403249.1					WP_136799792.1					
N6.HOG0000233	OG0000016	n40			Utg323300_407, Utg323300_334	Utg857152_131		WP_136807829.1, WP_136807338.1	WP_136799049.1, WP_136797826.1, WP_136795956.1, WP_167495613.1	WP_049785056.1				
N6.HOG0000234	OG0000017	n5		WP_015404508.1					WP_136796602.1	WP_011188709.1				
N6.HOG0000235	OG0000017	n8			Utg323990_184	Utg860006_13, Utg860006_18		WP_136808412.1, WP_176371602.1, WP_136808421.1, WP_136807419.1, WP_136809354.1	WP_167495642.1, WP_136796609.1	WP_011188698.1				
N6.HOG0000236	OG0000017	n19						WP_136808420.1						
N6.HOG0000237	OG0000017	n24			Utg323990_193	Utg860006_11		WP_136808425.1	WP_275942934.1					
N6.HOG0000238	OG0000017	n29						WP_136808428.1		WP_011188693.1				
N6.HOG0000239	OG0000017	n31			Utg323990_194									
N6.HOG0000240	OG0000017	n34			Utg323180_486			WP_136809551.1, WP_136805229.1						
N6.HOG0000241	OG0000017	n41				Utg859388_110, Utg859388_121								
N6.HOG0000242	OG0000018	n6						WP_136808685.1						
N6.HOG0000243	OG0000018	n16							WP_136799912.1					
N6.HOG0000244	OG0000018	n20		WP_015405040.1	Utg323152_201	Utg859098_213		WP_136806347.1	WP_136795787.1	WP_011189821.1				
N6.HOG0000245	OG0000018	n26		WP_015405587.1					WP_136799915.1					
N6.HOG0000246	OG0000018	n30		WP_015404684.1		Utg860006_167		WP_136808506.1	WP_136798307.1					
N6.HOG0000247	OG0000018	n35				Utg859098_43								
N6.HOG0000248	OG0000018	n36				Utg860006_169		WP_136810861.1						
N6.HOG0000249	OG0000018	n38		WP_228130074.1, WP_015404241.1				WP_167505931.1	WP_167495927.1	WP_011187258.1				
N6.HOG0000250	OG0000018	n45						WP_136805349.1, WP_136806944.1						
N6.HOG0000251	OG0000018	n47			Utg323262_9, Utg323990_12									
N6.HOG0000252	OG0000019	n2		WP_015403161.1	Utg323140_131	Utg864866_31		WP_136810058.1	WP_136796978.1	WP_011189126.1				
N6.HOG0000253	OG0000019	n13			Utg323300_146			WP_136806103.1, WP_136810512.1, WP_136810372.1						
N6.HOG0000254	OG0000019	n19						WP_217909517.1						
N6.HOG0000255	OG0000019	n23		WP_015403047.1		Utg859076_43, Utg857994_27			WP_228721469.1, WP_136795896.1					
N6.HOG0000256	OG0000019	n29			Utg323262_129	Utg859076_49								
N6.HOG0000257	OG0000019	n39			Utg323262_127	Utg857682_135		WP_136808145.1, WP_217909488.1	WP_136795318.1, WP_136797551.1					
N6.HOG0000258	OG0000020	n3							WP_136797088.1					
N6.HOG0000259	OG0000020	n4		WP_015405231.1, WP_015404437.1, WP_015405244.1	Utg323266_116, Utg323152_283, Utg323632_271, Utg323152_268	Utg857682_69, Utg859098_133, Utg866558_48, Utg859098_147		WP_136810213.1	WP_136796993.1					
N6.HOG0000260	OG0000020	n20		WP_015404863.1	Utg323180_155	Utg857152_214		WP_136807644.1	WP_136798358.1					
N6.HOG0000261	OG0000020	n27						WP_136809897.1	WP_136797524.1, WP_136797303.1					
N6.HOG0000262	OG0000020	n36		WP_015403536.1	Utg323300_116	Utg857300_36		WP_136809709.1, WP_136809851.1	WP_136795588.1, WP_267314022.1	WP_011189009.1				
